name,year,selling_price,present_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Model,Location,Color,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
city,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2016,9.15,13.6,29223,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
brio,2016,5.5,5.97,5600,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
amaze,2015,4.0,5.8,40023,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
amaze,2015,4.0,7.0,40026,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2016,8.35,9.4,19434,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,
brio,2017,4.8,5.8,19000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2011,4.1,10.0,69341,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2009,3.0,10.0,69562,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
brio,2014,5.3,6.8,16500,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2015,9.7,13.6,21780,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
jazz,2016,6.0,8.4,4000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
brio,2015,5.25,5.9,14465,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2006,2.1,7.6,50456,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2016,8.99,11.8,9010,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
brio,2013,3.5,5.9,9800,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
jazz,2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,
jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,
city,2015,8.4,13.6,34000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
brio,2015,5.4,6.1,31427,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2010,3.25,9.9,38000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
amaze,2014,3.75,6.8,33019,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2015,8.55,13.09,60076,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,
brio,2015,4.0,5.9,60000,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2009,3.35,11.0,87934,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,
brio,2016,5.3,5.9,5464,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,
Maruti 800 AC,2007,60000.0,,70000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Wagon R LXI Minor,2007,135000.0,,50000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Verna 1.6 SX,2012,600000.0,,100000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Datsun RediGO T Option,2017,250000.0,,46000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Honda Amaze VX i-DTEC,2014,450000.0,,141000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti Alto LX BSIII,2007,140000.0,,125000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Xcent 1.2 Kappa S,2016,550000.0,,25000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Indigo Grand Petrol,2014,240000.0,,60000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai Creta 1.6 VTVT S,2015,850000.0,,25000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Celerio Green VXI,2017,365000.0,,78000,CNG,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Chevrolet Sail 1.2 Base,2015,260000.0,,35000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Indigo Grand Petrol,2014,250000.0,,100000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Toyota Corolla Altis 1.8 VL CVT,2018,1650000.0,,25000,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Maruti Ciaz VXi Plus,2015,585000.0,,24000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Venue SX Opt Diesel,2019,1195000.0,,5000,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,390000.0,,33000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Jaguar XF 2.2 Litre Luxury,2014,1964999.0,,28000,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Mercedes-Benz New C-Class 220 CDI AT,2013,1425000.0,,59000,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Maruti Vitara Brezza ZDi Plus AMT,2018,975000.0,,4500,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Audi Q5 2.0 TDI,2011,1190000.0,,175900,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Honda City V MT,2018,930000.0,,14500,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Tigor 1.2 Revotron XT,2018,525000.0,,15000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Audi A6 2.0 TDI  Design Edition,2013,1735000.0,,50000,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2012,1375000.0,,33800,Diesel,Dealer,Automatic,Second Owner,,,,,,,,,,,,,,,,,
Skoda Superb Ambition 2.0 TDI CR AT,2011,450000.0,,130400,Diesel,Dealer,Automatic,Second Owner,,,,,,,,,,,,,,,,,
Toyota Corolla Altis G AT,2016,900000.0,,50000,Petrol,Individual,Automatic,First Owner,,,,,,,,,,,,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,1300000.0,,80000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Jeep Compass 1.4 Sport Plus BSIV,2019,1400000.0,,10000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Mercedes-Benz E-Class E 200 CGI Elegance,2010,850000.0,,119000,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Hyundai i10 Magna 1.1L,2014,229999.0,,60000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,
BMW 3 Series 320d Sport Line,2013,1550000.0,,75800,Diesel,Dealer,Automatic,Second Owner,,,,,,,,,,,,,,,,,
Audi Q7 35 TDI Quattro Premium,2009,1250000.0,,78000,Diesel,Dealer,Automatic,Third Owner,,,,,,,,,,,,,,,,,
Hyundai Elantra CRDi S,2012,625000.0,,40000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Mahindra Scorpio 1.99 S10,2014,1050000.0,,50000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Honda City i DTEC V,2014,560000.0,,74000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti Wagon R VXI BS IV with ABS,2014,290000.0,,64000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti Wagon R VXI BS IV,2012,275000.0,,60000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Mahindra Scorpio LX,2009,411000.0,,120000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai Santro Xing GLS,2009,150000.0,,79000,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Hyundai Grand i10 1.2 Kappa Asta,2019,500000.0,,15000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Alto LXi,2006,100000.0,,80000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Swift Dzire VDI Optional,2017,725000.0,,18500,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Eeco 5 Seater AC BSIV,2018,401000.0,,10200,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai i20 Sportz 1.4 CRDi,2018,750000.0,,29000,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018,310000.0,,28000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Swift ZDi BSIV,2016,665000.0,,46000,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014,465000.0,,70000,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Alto LXi,2012,160000.0,,60000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Mahindra Jeep CL 500 MDI,1996,250000.0,,35000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Honda City i DTEC VX,2014,675000.0,,90000,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Wagon R VXI BS IV,2013,300000.0,,80000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Indica DLS,2005,70000.0,,80000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai EON Magna Plus,2014,240000.0,,73300,Petrol,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,
Toyota Etios GD,2014,525000.0,,92000,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Alto LXi,2009,151000.0,,66764,Petrol,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti Alto LXi,2009,140000.0,,100000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2010,280000.0,,350000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Toyota Corolla Altis Diesel D4DG,2011,350000.0,,230000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Mahindra Scorpio 1.99 S6 Plus,2017,570000.0,,60000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai EON Magna Plus,2018,300000.0,,31000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Indigo Classic Dicor,2007,100000.0,,39000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Toyota Innova 2.5 V Diesel 8-seater,2009,500000.0,,120000,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Tata Indica Vista Quadrajet LS,2014,125000.0,,166000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,
Maruti Swift 1.3 VXi,2006,130000.0,,110000,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Ford EcoSport 1.5 Diesel Titanium BSIV,2017,925000.0,,35000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Ciaz 1.3 Delta,2018,750000.0,,60000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Honda Civic 1.8 V AT,2007,200000.0,,54000,Petrol,Individual,Automatic,Second Owner,,,,,,,,,,,,,,,,,
Hyundai i10 Sportz 1.2,2010,248000.0,,63000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Skoda Rapid 1.5 TDI Elegance,2014,450000.0,,120000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai Getz GLS,2005,80000.0,,120000,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Nissan Terrano XL,2014,650000.0,,76000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai Grand i10 CRDi Sportz,2015,450000.0,,80000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Elite i20 Diesel Era,2019,650000.0,,25000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Honda Amaze S i-VTEC,2016,495000.0,,11958,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Honda Brio S MT,2015,371000.0,,20000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Creta 1.6 SX Option,2017,1025000.0,,9000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Mercedes-Benz S-Class S 350d Connoisseurs Edition,2017,8150000.0,,6500,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Mahindra XUV500 W8 2WD,2015,750000.0,,70000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Renault Duster 85PS Diesel RxL Optional,2013,600000.0,,120000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Santro Xing XO,2007,80000.0,,58000,Petrol,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,
Mahindra Bolero 2011-2019 SLE,2013,325000.0,,62200,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Audi A6 2.0 TDI Premium Plus,2014,1470000.0,,34000,Diesel,Dealer,Automatic,Second Owner,,,,,,,,,,,,,,,,,
Fiat Avventura MULTIJET Emotion,2015,350000.0,,53000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Audi A8 4.2 TDI,2013,2800000.0,,49000,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Datsun RediGO 1.0 S,2017,210000.0,,15000,Petrol,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,
Volkswagen Jetta 1.4 TSI Comfortline,2013,450000.0,,50000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1150000.0,,53000,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Honda Civic 1.8 V AT,2009,210000.0,,63500,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,4500000.0,,9800,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
BMW X1 sDrive 20d xLine,2017,2750000.0,,13000,Diesel,Individual,Automatic,First Owner,,,,,,,,,,,,,,,,,
Volvo V40 D3 R Design,2018,1975000.0,,21000,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Maruti SX4 Zxi BSIII,2008,175000.0,,29173,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
BMW 7 Series 730Ld,2012,2500000.0,,48000,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,
Mahindra Bolero Power Plus SLX,2017,628000.0,,120000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Sonata CRDi M/T,2010,600000.0,,100000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Nissan Micra Active XV Petrol,2017,399000.0,,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Mahindra Xylo D4,2018,750000.0,,87000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,750000.0,,15000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Renault KWID RXT,2017,315000.0,,16000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Mahindra Xylo E4 BS III,2012,600000.0,,60000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Wagon R LXI Minor,2010,100000.0,,60000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,
Maruti SX4 ZXI MT BSIV,2011,250000.0,,110000,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Renault KWID RXT,2017,350000.0,,25000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Creta 1.4 CRDi S,2016,780000.0,,60000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Swift Dzire VDI,2014,434000.0,,79350,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai Verna 1.6 VTVT AT S Option,2016,690000.0,,80000,Petrol,Individual,Automatic,First Owner,,,,,,,,,,,,,,,,,
Mahindra Scorpio LX BSIV,2014,555000.0,,90000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti SX4 Vxi BSIII,2007,120000.0,,90000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti Ertiga VDI,2014,500000.0,,120000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Chevrolet Beat Diesel,2013,165000.0,,60000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti Zen LX,2004,95000.0,,50000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Baleno Delta 1.2,2018,550000.0,,20000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Swift Vdi BSIII,2007,100000.0,,110000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,
Tata Nano Lx BSIV,2012,100000.0,,50000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012,500000.0,,100000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Ertiga SHVS VDI,2016,800000.0,,70000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai Creta 1.6 CRDi SX,2016,840000.0,,70000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Honda Amaze S i-Vtech,2016,490000.0,,50000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Indica Vista Aqua 1.4 TDI,2010,125000.0,,81000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,400000.0,,120000,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Chevrolet Cruze LTZ,2015,1000000.0,,3600,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,530000.0,,14272,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,840000.0,,49213,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai i10 Sportz 1.1L,2015,229999.0,,40000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti 800 Std,1998,40000.0,,40000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,
Chevrolet Spark 1.0 LS,2012,130000.0,,80000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai EON Era Plus,2015,200000.0,,70000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Indica Vista Aqua TDI BSIII,2011,120000.0,,70000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Santro LP zipPlus,2003,75000.0,,57000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Bolt Quadrajet XE,2016,250000.0,,120000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti 800 AC BSIII,2005,100000.0,,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai EON Era Plus,2013,280000.0,,3240,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai i20 Magna 1.2,2015,540000.0,,5000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai i20 1.2 Asta,2018,700000.0,,10000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Ciaz VDi Plus,2015,525000.0,,100000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai i20 Asta 1.4 CRDi,2016,430000.0,,80000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Santro LE,2002,65000.0,,70000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Vitara Brezza VDi,2018,800000.0,,35000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Santro Xing XL eRLX Euro III,2007,75000.0,,114000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai Getz 1.3 GLS,2008,210000.0,,53772,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Mahindra Quanto C8,2012,195000.0,,140000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Chevrolet Tavera Neo 3 LS 7 C BSIII,2015,400000.0,,120000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai EON Magna Plus,2012,170000.0,,60000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Renault KWID RXT,2016,225000.0,,25000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Wagon R DUO LPG,2014,210000.0,,90000,LPG,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Wagon R LXI,2020,240000.0,,120000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Chevrolet Enjoy 1.3 TCDi LS 8,2015,300000.0,,175000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Chevrolet Spark 1.0 LS,2011,99000.0,,100000,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Honda City i VTEC SV,2014,620000.0,,36000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Honda Amaze VX i-DTEC,2013,500000.0,,30000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Jaguar XJ 5.0 L V8 Supercharged,2010,2550000.0,,40000,Petrol,Individual,Automatic,Second Owner,,,,,,,,,,,,,,,,,
Honda Brio E MT,2013,260000.0,,70000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti Swift VVT ZXI,2017,550000.0,,60000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Tata Indigo CR4,2011,150000.0,,155500,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai i10 Asta AT,2011,350000.0,,50000,Petrol,Individual,Automatic,Second Owner,,,,,,,,,,,,,,,,,
Chevrolet Beat LT,2016,320000.0,,40000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Swift VDI BSIV,2015,400000.0,,100000,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Maruti Alto LXi,2012,175000.0,,80000,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Chevrolet Beat LT,2011,120000.0,,90000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Renault Duster 110PS Diesel RxZ,2013,320000.0,,90000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai Santro Xing XG,2006,70000.0,,110000,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Maruti Swift Dzire ZXI Plus,2019,810000.0,,15000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti 800 AC,2007,95000.0,,100000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Maruti Alto K10 LXI CNG,2020,282000.0,,40000,CNG,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti 800 Std BSII,2004,80000.0,,60000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Tata Nano LX SE,2013,72000.0,,25000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai i20 Magna 1.2,2016,600000.0,,25000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000.0,,23000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Alto K10 VXI,2018,380000.0,,22155,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Ciaz 1.4 Delta,2018,650000.0,,70000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Alto LX,2009,150000.0,,60000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai i20 Asta,2009,280000.0,,110000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Tata Nexon 1.2 Revotron XM,2018,430000.0,,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Mahindra Bolero Power Plus SLX,2019,800000.0,,15000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Maruti Zen D,2003,75000.0,,100000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Volkswagen Vento Celeste 1.5 TDI Highline AT,2016,650000.0,,70000,Diesel,Individual,Automatic,First Owner,,,,,,,,,,,,,,,,,
Maruti Eeco 7 Seater Standard BSIV,2017,390000.0,,24000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Honda City 1.5 EXI,2005,100000.0,,120000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
